date,player_name,#NAME?,opponent,country,player_id,match_id,event_id,event_name,best_of,map_1,map_2,map_3,kills,assists,deaths,hs,flash_assists,kast,kddiff,adr,fkdiff,rating,m1_kills,m1_assists,m1_deaths,m1_hs,m1_flash_assists,m1_kast,m1_kddiff,m1_adr,m1_fkdiff,m1_rating,m2_kills,m2_assists,m2_deaths,m2_hs,m2_flash_assists,m2_kast,m2_kddiff,m2_adr,m2_fkdiff,m2_rating,m3_kills,m3_assists,m3_deaths,m3_hs,m3_flash_assists,m3_kast,m3_kddiff,m3_adr,m3_fkdiff,m3_rating,kills_ct,deaths_ct,kddiff_ct,adr_ct,kast_ct,rating_ct,kills_t,deaths_t,kddiff_t,adr_t,kast_t,rating_t,m1_kills_ct,m1_deaths_ct,m1_kddiff_ct,m1_adr_ct,m1_kast_ct,m1_rating_ct,m1_kills_t,m1_deaths_t,m1_kddiff_t,m1_adr_t,m1_kast_t,m1_rating_t,m2_kills_ct,m2_deaths_ct,m2_kddiff_ct,m2_adr_ct,m2_kast_ct,m2_rating_ct,m2_kills_t,m2_deaths_t,m2_kddiff_t,m2_adr_t,m2_kast_t,m2_rating_t,m3_kills_ct,m3_deaths_ct,m3_kddiff_ct,m3_adr_ct,m3_kast_ct,m3_rating_ct,m3_kills_t,m3_deaths_t,m3_kddiff_t,m3_adr_t,m3_kast_t,m3_rating_t,winner
2/25/2020,sjuush,MAD Lions,Evil Geniuses,Denmark,14148,2339381,4901,IEM Katowice 2020,3,Vertigo,Dust2,Nuke,53,11,48,26,1,68.9,5,83.7,3,1.14,13,2,15,7,0,69.6,-2,74.8,-2,0.95,24,5,14,14,1,73.3,10,86,4,1.36,16,4,19,5,0,61.9,-3,90.3,1,1.12,25,20,5,79.4,66.7,1.03,28,28,0,87.8,71.1,1.24,13,9,4,103.6,73.3,1.22,0,6,-6,20.8,62.5,0.45,11,5,6,79.1,73.3,1.27,13,9,4,92.9,73.3,1.45,1,6,-5,19.8,33.3,0.11,15,13,2,118.5,73.3,1.52,1
2/26/2020,chrisJ,mousesports,G2,Netherlands,2730,2339384,4901,IEM Katowice 2020,3,Dust2,Inferno,Nuke,45,10,57,23,0,63.5,-12,66.4,-6,0.84,25,0,20,13,0,75.9,5,76,1,1.16,5,6,19,3,0,54.5,-14,45.3,-5,0.47,15,4,18,7,0,56.5,-3,74.4,-2,0.86,22,30,-8,67.5,67.6,0.72,23,27,-4,65.2,59.5,0.96,9,13,-4,57.1,66.7,0.62,16,7,9,96.1,85.7,1.74,1,6,-5,49.6,57.1,0.32,4,13,-9,43.3,53.3,0.54,12,11,1,86.3,73.3,1.04,3,7,-4,52.2,25,0.54,1
2/26/2020,frozen,mousesports,G2,Slovakia,9960,2339384,4901,IEM Katowice 2020,3,Dust2,Inferno,Nuke,32,13,54,15,1,58.1,-22,63.7,-1,0.76,12,6,17,7,1,65.5,-5,67.4,0,0.91,13,2,16,3,0,59.1,-3,68.1,-1,0.84,7,5,21,5,0,47.8,-14,54.9,0,0.51,13,28,-15,59.6,54.1,0.58,19,26,-7,67.8,62.2,0.94,5,10,-5,63.9,53.3,0.6,7,7,0,71.3,78.6,1.25,4,5,-1,56.1,71.4,0.7,9,11,-2,73.7,53.3,0.9,4,13,-9,57.1,46.7,0.51,3,8,-5,50.9,50,0.51,1
2/26/2020,karrigan,mousesports,G2,Denmark,429,2339384,4901,IEM Katowice 2020,3,Dust2,Inferno,Nuke,34,17,61,19,4,58.1,-27,63.6,-16,0.7,10,10,24,9,3,62.1,-14,59,-9,0.65,15,4,16,7,1,68.2,-1,77,-5,1,9,3,21,3,0,43.5,-12,56.5,-2,0.5,16,30,-14,68.5,48.6,0.53,18,31,-13,58.7,67.6,0.86,4,13,-9,64.1,46.7,0.36,6,11,-5,53.6,78.6,0.96,5,4,1,86,85.7,1.12,10,12,-2,72.8,60,0.94,7,13,-6,64.6,33.3,0.47,2,8,-6,41.2,62.5,0.57,1
2/26/2020,ropz,mousesports,G2,Estonia,11816,2339384,4901,IEM Katowice 2020,3,Dust2,Inferno,Nuke,56,5,51,35,1,70.3,5,76.1,5,1.04,23,2,16,13,0,82.8,7,82.8,4,1.31,15,2,18,10,0,59.1,-3,64.7,-1,0.79,18,1,17,12,1,65.2,1,78.6,2,0.98,25,25,0,73.6,75.7,0.96,31,26,5,78.7,64.9,1.12,9,9,0,63.3,86.7,0.95,14,7,7,103.8,78.6,1.69,3,7,-4,59,42.9,0.44,12,11,1,67.4,66.7,0.95,13,9,4,90.7,80,1.25,5,8,-3,55.9,37.5,0.48,1
2/26/2020,woxic,mousesports,G2,Turkey,8574,2339384,4901,IEM Katowice 2020,3,Dust2,Inferno,Nuke,53,7,50,18,2,68.9,3,72.6,2,1.06,27,2,14,11,1,72.4,13,94,3,1.51,13,4,17,5,1,68.2,-4,58,0,0.82,13,1,19,2,0,65.2,-6,59.3,-1,0.76,23,27,-4,58.5,62.2,0.78,30,23,7,86.6,75.7,1.34,11,11,0,72.1,53.3,0.86,16,3,13,117.5,92.9,2.21,4,5,-1,42,71.4,0.63,9,12,-3,65.5,66.7,0.9,8,11,-3,52.5,66.7,0.78,5,8,-3,72.1,62.5,0.7,1
2/24/2020,chrisJ,mousesports,TYLOO,Netherlands,2730,2339503,4901,IEM Katowice 2020,3,Inferno,Dust2,,32,7,27,14,2,72.3,5,71.6,-3,1.09,13,4,11,8,0,71.4,2,68,1,1.09,19,3,16,6,2,73.1,3,74.6,-4,1.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,11,10,77,76.9,1.29,11,16,-5,65,66.7,0.83,10,7,3,70.5,80,1.17,3,4,-1,61.5,50,0.9,11,4,7,85.8,72.7,1.45,8,12,-4,66.3,73.3,0.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2/24/2020,frozen,mousesports,TYLOO,Slovakia,9960,2339503,4901,IEM Katowice 2020,3,Inferno,Dust2,,36,16,25,18,2,74.5,11,95.5,-2,1.33,17,7,11,10,2,76.2,6,101.1,-1,1.36,19,9,14,8,0,73.1,5,91,-1,1.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,13,9,108.7,84.6,1.49,14,12,2,79.1,61.9,1.13,12,7,5,98.1,80,1.35,5,4,1,108.8,66.7,1.39,10,6,4,123.3,90.9,1.7,9,8,1,67.3,60,1.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2/24/2020,karrigan,mousesports,TYLOO,Denmark,429,2339503,4901,IEM Katowice 2020,3,Inferno,Dust2,,42,7,28,24,4,74.5,14,85.6,4,1.34,24,4,11,10,1,81,13,102.9,3,1.69,18,3,17,14,3,69.2,1,71.6,1,1.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,14,8,77.6,76.9,1.18,20,14,6,95.5,71.4,1.52,16,8,8,98.5,86.7,1.51,8,3,5,113.8,66.7,2.14,6,6,0,49.1,63.6,0.77,12,11,1,88.1,73.3,1.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2/24/2020,ropz,mousesports,TYLOO,Estonia,11816,2339503,4901,IEM Katowice 2020,3,Inferno,Dust2,,40,5,19,18,1,78.7,21,76.5,0,1.31,15,2,8,9,0,81,7,70.7,-1,1.17,25,3,11,9,1,76.9,14,81.2,1,1.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,7,20,88.2,92.3,1.57,13,12,1,62,61.9,0.99,13,4,9,84.4,100,1.47,2,4,-2,36.3,33.3,0.41,14,3,11,93.3,81.8,1.71,11,8,3,72.3,73.3,1.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2/24/2020,woxic,mousesports,TYLOO,Turkey,8574,2339503,4901,IEM Katowice 2020,3,Inferno,Dust2,,30,20,22,8,10,72.3,8,77,4,1.26,17,5,9,6,3,76.2,8,87.4,3,1.49,13,15,13,2,7,69.2,0,68.6,1,1.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,11,9,96.3,80.8,1.47,10,11,-1,53.1,61.9,0.99,11,7,4,83.9,73.3,1.34,6,2,4,96.2,83.3,1.87,9,4,5,113.2,90.9,1.65,4,9,-5,35.9,53.3,0.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2/26/2020,Boombl4,Natus Vincere,NiP,Russia,11840,2339390,4901,IEM Katowice 2020,3,Mirage,Train,,32,13,25,14,1,80,7,80.5,-1,1.29,13,5,8,7,0,84.2,5,67.7,1,1.25,19,8,17,7,1,76.9,2,89.8,-2,1.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,13,8,85,88.5,1.36,11,12,-1,74.3,68.4,1.19,12,6,6,69.4,86.7,1.28,1,2,-1,61.5,75,1.14,9,7,2,106.3,90.9,1.48,10,10,0,77.7,66.7,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2/26/2020,Perfecto,Natus Vincere,NiP,Russia,16947,2339390,4901,IEM Katowice 2020,3,Mirage,Train,,33,9,23,10,0,84.4,10,81.8,2,1.32,9,4,9,3,0,89.5,0,61,1,1.07,24,5,14,7,0,80.8,10,97,1,1.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,12,5,73,88.5,1.24,16,11,5,93.8,78.9,1.42,8,6,2,67.9,100,1.24,1,3,-2,35,50,0.42,9,6,3,80,72.7,1.26,15,8,7,109.5,86.7,1.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2/26/2020,electronic,Natus Vincere,NiP,Russia,8918,2339390,4901,IEM Katowice 2020,3,Mirage,Train,,29,10,26,14,1,75.6,3,79.5,2,1.22,18,6,9,7,0,84.2,9,110.5,2,1.68,11,4,17,7,1,69.2,-6,56.9,0,0.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,14,8,104.9,84.6,1.4,7,12,-5,44.8,63.2,0.96,15,7,8,119.2,86.7,1.68,3,2,1,77.8,75,1.65,7,7,0,85.5,81.8,1.04,4,10,-6,36,60,0.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2/26/2020,flamie,Natus Vincere,NiP,Russia,7594,2339390,4901,IEM Katowice 2020,3,Mirage,Train,,43,10,25,24,1,77.8,18,93.6,3,1.45,19,4,10,11,0,84.2,9,108.6,3,1.63,24,6,15,13,1,73.1,9,82.5,0,1.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,15,7,88.8,84.6,1.33,21,10,11,100.1,68.4,1.62,11,9,2,94.3,86.7,1.32,8,1,7,162.2,75,2.79,11,6,5,81.2,81.8,1.35,13,9,4,83.5,66.7,1.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2/26/2020,s1mple,Natus Vincere,NiP,Ukraine,7998,2339390,4901,IEM Katowice 2020,3,Mirage,Train,,46,11,20,16,6,82.2,26,87.3,5,1.56,26,6,6,10,3,89.5,20,110.4,4,2.07,20,5,14,6,3,76.9,6,70.3,1,1.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,10,23,109.4,88.5,1.89,13,10,3,57,73.7,1.1,23,4,19,122.9,93.3,2.26,3,2,1,63.8,75,1.38,10,6,4,91,81.8,1.4,10,8,2,55.2,73.3,1.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2/25/2020,Boombl4,Natus Vincere,fnatic,Russia,11840,2339383,4901,IEM Katowice 2020,3,Dust2,Inferno,Mirage,51,11,56,20,3,67.9,-5,70.9,-3,0.99,10,2,18,7,1,56.5,-8,57.9,0,0.66,22,5,20,7,1,80,2,76.2,0,1.13,19,4,18,6,1,64.3,1,75.9,-3,1.11,27,20,7,79.7,73.7,1.12,24,36,-12,63,62.8,0.87,4,6,-2,67.6,62.5,0.76,6,12,-6,52.7,53.3,0.6,11,7,4,75.9,80,1.14,11,13,-2,76.5,80,1.13,12,7,5,90.1,73.3,1.29,7,11,-4,59.5,53.8,0.91,1
2/25/2020,Perfecto,Natus Vincere,fnatic,Russia,16947,2339383,4901,IEM Katowice 2020,3,Dust2,Inferno,Mirage,37,10,52,18,3,65.4,-15,57.6,-10,0.81,11,2,18,5,1,56.5,-7,61.9,-4,0.7,10,7,18,4,2,60,-8,52.7,-3,0.72,16,1,16,9,0,78.6,0,59.5,-3,1,14,20,-6,41.6,68.4,0.68,23,32,-9,71.8,62.8,0.91,3,5,-2,34.2,50,0.5,8,13,-5,76.6,60,0.8,3,9,-6,41.7,60,0.5,7,9,-2,63.7,60,0.94,8,6,2,45.5,86.7,0.99,8,10,-2,75.6,69.2,1.01,1
2/25/2020,electronic,Natus Vincere,fnatic,Russia,8918,2339383,4901,IEM Katowice 2020,3,Dust2,Inferno,Mirage,48,5,61,26,1,59.3,-13,68.6,1,0.87,11,1,20,6,0,43.5,-9,63,-2,0.61,20,2,21,11,0,66.7,-1,75,1,1.03,17,2,20,9,1,64.3,-3,66.5,2,0.92,22,21,1,69.1,68.4,0.98,26,40,-14,68.3,51.2,0.77,4,6,-2,63.6,62.5,0.66,7,14,-7,62.7,33.3,0.59,11,8,3,89.8,73.3,1.16,9,13,-4,60.1,60,0.9,7,7,0,51.3,66.7,0.98,10,13,-3,84.1,61.5,0.85,1
2/25/2020,flamie,Natus Vincere,fnatic,Russia,7594,2339383,4901,IEM Katowice 2020,3,Dust2,Inferno,Mirage,41,12,52,17,0,66.7,-11,58.7,-1,0.83,12,4,17,6,0,52.2,-5,58.3,0,0.73,16,2,17,5,0,76.7,-1,53,-1,0.91,13,6,18,6,0,67.9,-5,65.2,0,0.86,22,20,2,66.5,73.7,1.01,19,32,-13,51.9,60.5,0.68,4,5,-1,66.2,50,0.82,8,12,-4,54.1,53.3,0.68,7,7,0,49,73.3,0.92,9,10,-1,57.1,80,0.9,11,8,3,84.1,86.7,1.22,2,10,-8,43.3,46.2,0.44,1
2/25/2020,s1mple,Natus Vincere,fnatic,Ukraine,7998,2339383,4901,IEM Katowice 2020,3,Dust2,Inferno,Mirage,70,12,53,20,6,71.6,17,89.6,9,1.29,15,6,17,6,4,69.6,-2,80.8,3,1.07,30,3,16,9,1,70,14,98.4,5,1.53,25,3,20,5,1,75,5,87.4,1,1.24,41,20,21,114.5,81.6,1.71,29,33,-4,67.6,62.8,0.93,7,5,2,106.4,87.5,1.43,8,12,-4,67.2,60,0.88,15,8,7,102.1,66.7,1.59,15,8,7,94.7,73.3,1.48,19,7,12,131.3,93.3,1.99,6,13,-7,36.6,53.8,0.37,1
2/24/2020,Boombl4,Natus Vincere,FaZe,Russia,11840,2339375,4901,IEM Katowice 2020,3,Nuke,Dust2,Overpass,56,9,57,26,4,66.7,-1,73.3,0,1,12,2,22,4,0,52,-10,60.2,-1,0.65,20,2,23,9,0,66.7,-3,69.6,0,0.96,24,5,12,13,4,80.8,12,90.3,1,1.44,29,27,2,78.1,70.7,1,27,30,-3,68.4,62.5,1,11,13,-2,81.6,60,0.85,1,9,-8,28,40,0.34,9,12,-3,69.9,60,0.79,11,11,0,69.3,73.3,1.14,9,2,7,84.6,100,1.54,15,10,5,94.5,66.7,1.36,0
2/24/2020,Perfecto,Natus Vincere,FaZe,Russia,16947,2339375,4901,IEM Katowice 2020,3,Nuke,Dust2,Overpass,53,11,52,28,2,74.1,1,70.1,0,1.07,14,5,20,10,1,68,-6,56.8,-1,0.77,20,4,17,11,1,73.3,3,72.3,-2,1.16,19,2,15,7,0,80.8,4,80.4,3,1.27,23,24,-1,57.7,70.7,0.94,30,28,2,82.8,77.5,1.2,6,13,-7,42.4,60,0.49,8,7,1,78.3,80,1.17,9,7,2,57.5,73.3,1.12,11,10,1,87.1,73.3,1.21,8,4,4,78.7,81.8,1.35,11,11,0,81.7,80,1.22,0
2/24/2020,electronic,Natus Vincere,FaZe,Russia,8918,2339375,4901,IEM Katowice 2020,3,Nuke,Dust2,Overpass,52,14,57,24,0,64.2,-5,77.1,-2,1,21,4,18,12,0,64,3,90.6,4,1.24,14,6,24,5,0,60,-10,64.2,-5,0.67,17,4,15,7,0,69.2,2,79,-1,1.18,37,22,15,100.4,80.5,1.44,15,35,-20,53.2,47.5,0.55,16,9,7,108.7,73.3,1.6,5,9,-4,63.5,50,0.69,8,11,-3,78.1,73.3,0.89,6,13,-7,50.3,46.7,0.45,13,2,11,119.5,100,2.02,4,13,-9,49.3,46.7,0.56,0
2/24/2020,flamie,Natus Vincere,FaZe,Russia,7594,2339375,4901,IEM Katowice 2020,3,Nuke,Dust2,Overpass,48,11,55,22,1,71.6,-7,63.4,-7,0.9,14,3,18,4,0,88,-4,53.1,-2,0.8,17,4,21,6,1,63.3,-4,64.9,-1,0.88,17,4,16,12,0,65.4,1,71.5,-4,1.08,30,23,7,83,80.5,1.18,18,32,-14,43.3,62.5,0.61,8,9,-1,59,86.7,0.88,6,9,-3,44.2,90,0.68,9,10,-1,69.5,60,0.88,8,11,-3,60.3,66.7,0.88,13,4,9,134,100,2.09,4,12,-8,25.7,40,0.34,0
2/24/2020,s1mple,Natus Vincere,FaZe,Ukraine,7998,2339375,4901,IEM Katowice 2020,3,Nuke,Dust2,Overpass,57,16,46,18,7,72.8,11,77.7,4,1.15,19,7,18,8,1,60,1,87.2,-1,1.11,21,5,15,7,4,76.7,6,80.4,0,1.17,17,4,13,3,2,80.8,4,65.4,5,1.18,38,19,19,96.3,80.5,1.43,19,27,-8,58.6,65,0.86,13,10,3,101.1,60,1.2,6,8,-2,66.4,60,0.97,16,6,10,116.3,86.7,1.7,5,9,-4,44.5,66.7,0.64,9,3,6,62.5,100,1.42,8,10,-2,67.5,66.7,1,0
2/26/2020,Lekr0,NiP,Natus Vincere,Sweden,9261,2339390,4901,IEM Katowice 2020,3,Mirage,Train,,27,8,36,14,5,60,-9,66.8,0,0.78,7,6,18,4,3,52.6,-11,44.5,-1,0.47,20,2,18,10,2,65.4,2,83.1,1,1.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,11,8,103.6,78.9,1.37,8,25,-17,39.9,46.2,0.35,3,3,0,87.2,50,0.91,4,15,-11,33.1,53.3,0.36,16,8,8,108,86.7,1.51,4,10,-6,49.2,36.4,0.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2/26/2020,Plopski,NiP,Natus Vincere,Sweden,14218,2339390,4901,IEM Katowice 2020,3,Mirage,Train,,31,7,38,10,0,60,-7,87.8,-5,0.92,16,4,17,5,0,52.6,-1,110.2,-3,1.1,15,3,21,5,0,65.4,-6,71.5,-2,0.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,15,-3,85.5,63.2,0.82,19,23,-4,89.5,57.7,1,4,3,1,138.8,100,1.54,12,14,-2,102.5,40,0.98,8,12,-4,71.3,53.3,0.66,7,9,-2,71.7,81.8,1.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2/26/2020,REZ,NiP,Natus Vincere,Sweden,9278,2339390,4901,IEM Katowice 2020,3,Mirage,Train,,26,3,39,15,2,53.3,-13,66,0,0.75,11,1,18,7,1,57.9,-7,63.2,-1,0.75,15,2,21,8,1,50,-6,68.2,1,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,16,-7,57.6,57.9,0.62,17,23,-6,72.2,50,0.84,1,4,-3,25.2,50,0.17,10,14,-4,73.3,60,0.91,8,12,-4,66.2,60,0.75,7,9,-2,70.8,36.4,0.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2/26/2020,nawwk,NiP,Natus Vincere,Sweden,13670,2339390,4901,IEM Katowice 2020,3,Mirage,Train,,20,2,34,7,0,55.6,-14,52.1,-1,0.7,4,1,15,1,0,42.1,-11,36.8,-2,0.41,16,1,19,6,0,65.4,-3,63.3,1,0.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,13,-5,49.3,52.6,0.54,12,21,-9,54.2,57.7,0.81,1,3,-2,30,25,0.2,3,12,-9,38.7,46.7,0.46,7,10,-3,54.4,60,0.64,9,9,0,75.5,72.7,1.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2/26/2020,twist,NiP,Natus Vincere,Sweden,7443,2339390,4901,IEM Katowice 2020,3,Mirage,Train,,15,3,36,5,0,60,-21,49.3,-5,0.58,4,1,17,1,0,42.1,-13,38.9,-4,0.3,11,2,19,4,0,73.1,-8,56.9,-1,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,13,-6,54.1,68.4,0.7,8,23,-15,45.8,53.8,0.5,1,3,-2,69.2,50,0.53,3,14,-11,30.8,40,0.24,6,10,-4,50,73.3,0.75,5,9,-4,66.4,72.7,0.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2/25/2020,Lekr0,NiP,Cloud9,Sweden,9261,2339386,4901,IEM Katowice 2020,3,Overpass,Vertigo,,36,16,26,14,5,88.4,10,85.9,1,1.33,20,8,9,6,2,94.4,11,110.4,2,1.77,16,8,17,8,3,84,-1,68.2,-1,1.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,16,7,90.2,84,1.32,13,10,3,80,94.4,1.34,18,8,10,116.2,93.3,1.84,2,1,1,81.7,100,1.46,5,8,-3,51.1,70,0.61,11,9,2,79.7,93.3,1.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2/25/2020,Plopski,NiP,Cloud9,Sweden,14218,2339386,4901,IEM Katowice 2020,3,Overpass,Vertigo,,35,8,21,16,1,83.7,14,81,6,1.4,15,5,7,7,0,94.4,8,85.8,2,1.5,20,3,14,9,1,76,6,77.5,4,1.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,14,4,74.4,84,1.19,17,7,10,90.1,83.3,1.7,11,6,5,77.9,93.3,1.32,4,1,3,125.7,100,2.39,7,8,-1,69.3,70,1,13,6,7,83,80,1.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2/25/2020,REZ,NiP,Cloud9,Sweden,9278,2339386,4901,IEM Katowice 2020,3,Overpass,Vertigo,,36,13,24,18,2,81.4,12,92,-3,1.38,17,7,9,9,0,88.9,8,105.4,-1,1.61,19,6,15,9,2,76,4,82.3,-2,1.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,14,8,98.4,80,1.39,14,10,4,83.2,83.3,1.38,16,7,9,114,86.7,1.74,1,2,-1,62.7,100,0.96,6,7,-1,74.9,70,0.87,13,8,5,87.3,80,1.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2/25/2020,nawwk,NiP,Cloud9,Sweden,13670,2339386,4901,IEM Katowice 2020,3,Overpass,Vertigo,,35,7,21,13,3,88.4,14,73.7,5,1.41,14,0,9,5,0,88.9,5,58.4,3,1.29,21,7,12,8,3,88,9,84.8,2,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,13,5,64.9,80,1.11,17,8,9,86.1,100,1.82,11,7,4,54.9,86.7,1.16,3,2,1,76.3,100,1.94,7,6,1,79.9,70,1.05,14,6,8,88,100,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2/25/2020,twist,NiP,Cloud9,Sweden,7443,2339386,4901,IEM Katowice 2020,3,Overpass,Vertigo,,36,14,19,9,5,88.4,17,88.3,4,1.49,19,8,7,5,3,88.9,12,117.8,2,1.89,17,6,12,4,2,88,5,67,2,1.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,11,11,95.7,88,1.5,14,8,6,78.1,88.9,1.49,16,5,11,121.8,100,2.03,3,2,1,98,33.3,1.23,6,6,0,56.5,70,0.76,11,6,5,74.1,100,1.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2/24/2020,Lekr0,NiP,Vitality,Sweden,9261,2339373,4901,IEM Katowice 2020,3,Vertigo,Nuke,,26,14,41,18,4,68.5,-15,61.2,5,0.85,10,9,20,7,4,71.4,-10,52.8,0,0.79,16,5,21,11,0,65.4,-5,70.3,5,0.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,22,-6,79.1,71.4,0.94,10,19,-9,41.9,65.4,0.77,4,11,-7,62.3,61.5,0.59,6,9,-3,44.5,80,0.96,12,11,1,93.7,80,1.26,4,10,-6,38.4,45.5,0.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2/24/2020,Plopski,NiP,Vitality,Sweden,14218,2339373,4901,IEM Katowice 2020,3,Vertigo,Nuke,,41,11,40,18,4,66.7,1,82.3,3,1.09,23,6,22,11,1,67.9,1,88.7,2,1.17,18,5,18,7,3,65.4,0,75.4,1,1.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,21,-3,70.4,57.1,0.84,23,19,4,95.1,76.9,1.35,6,12,-6,59.4,46.2,0.55,17,10,7,114.1,86.7,1.7,12,9,3,79.9,66.7,1.1,6,9,-3,69.2,63.6,0.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2/24/2020,REZ,NiP,Vitality,Sweden,9278,2339373,4901,IEM Katowice 2020,3,Vertigo,Nuke,,25,12,39,7,2,64.8,-14,57.7,-7,0.76,13,8,22,5,1,67.9,-9,55.6,-6,0.77,12,4,17,2,1,61.5,-5,60,-1,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,19,-7,52.2,60.7,0.62,13,20,-7,63.7,69.2,0.91,6,10,-4,55.7,61.5,0.62,7,12,-5,55.5,73.3,0.91,6,9,-3,49.1,60,0.62,6,8,-2,74.9,63.6,0.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2/24/2020,nawwk,NiP,Vitality,Sweden,13670,2339373,4901,IEM Katowice 2020,3,Vertigo,Nuke,,45,11,40,14,0,72.2,5,92.5,4,1.23,27,8,21,8,0,85.7,6,107.2,2,1.46,18,3,19,6,0,57.7,-1,76.7,2,1.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,18,9,105.1,75,1.32,18,22,-4,78.9,69.2,1.14,15,9,6,124.2,92.3,1.52,12,12,0,92.4,80,1.4,12,9,3,88.6,60,1.17,6,10,-4,60.5,54.5,0.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2/24/2020,twist,NiP,Vitality,Sweden,7443,2339373,4901,IEM Katowice 2020,3,Vertigo,Nuke,,34,6,36,15,1,57.4,-2,65.9,-5,0.9,18,2,17,5,0,53.6,1,57.5,-2,0.94,16,4,19,10,1,61.5,-3,74.9,-3,0.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,17,1,73.3,57.1,0.91,16,19,-3,57.8,57.7,0.89,6,8,-2,42.1,46.2,0.71,12,9,3,70.8,60,1.13,12,9,3,100.4,66.7,1.12,4,10,-6,40.1,54.5,0.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2/25/2020,Hatz,Renegades,FaZe,Australia,11162,2339387,4901,IEM Katowice 2020,3,Inferno,Mirage,,24,7,38,10,2,59.3,-14,52.9,-1,0.73,13,3,20,9,1,71.4,-7,48.2,-1,0.79,11,4,18,1,1,46.2,-7,58.1,0,0.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,20,-8,52.5,57.1,0.61,12,18,-6,53.4,61.5,0.87,7,8,-1,47.7,76.9,0.79,6,12,-6,48.6,66.7,0.78,5,12,-7,56.7,40,0.46,6,6,0,59.9,54.5,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
