date,player_name,#NAME?,opponent,country,player_id,match_id,event_id,event_name,best_of,map_1,map_2,map_3,kills,assists,deaths,hs,flash_assists,kast,kddiff,adr,fkdiff,rating,m1_kills,m1_assists,m1_deaths,m1_hs,m1_flash_assists,m1_kast,m1_kddiff,m1_adr,m1_fkdiff,m1_rating,m2_kills,m2_assists,m2_deaths,m2_hs,m2_flash_assists,m2_kast,m2_kddiff,m2_adr,m2_fkdiff,m2_rating,m3_kills,m3_assists,m3_deaths,m3_hs,m3_flash_assists,m3_kast,m3_kddiff,m3_adr,m3_fkdiff,m3_rating,kills_ct,deaths_ct,kddiff_ct,adr_ct,kast_ct,rating_ct,kills_t,deaths_t,kddiff_t,adr_t,kast_t,rating_t,m1_kills_ct,m1_deaths_ct,m1_kddiff_ct,m1_adr_ct,m1_kast_ct,m1_rating_ct,m1_kills_t,m1_deaths_t,m1_kddiff_t,m1_adr_t,m1_kast_t,m1_rating_t,m2_kills_ct,m2_deaths_ct,m2_kddiff_ct,m2_adr_ct,m2_kast_ct,m2_rating_ct,m2_kills_t,m2_deaths_t,m2_kddiff_t,m2_adr_t,m2_kast_t,m2_rating_t,m3_kills_ct,m3_deaths_ct,m3_kddiff_ct,m3_adr_ct,m3_kast_ct,m3_rating_ct,m3_kills_t,m3_deaths_t,m3_kddiff_t,m3_adr_t,m3_kast_t,m3_rating_t,winner
2/26/2020,AZR,100 Thieves,TYLOO,Australia,8082,2339388,4901,IEM Katowice 2020,3,Inferno,Vertigo,,31,20,28,17,15,82.4,3,68.5,4,1.14,15,12,11,11,10,88,4,62.7,3,1.18,16,8,17,6,5,76.9,-1,74.1,1,1.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,18,-3,65.5,80.8,0.97,16,10,6,71.6,84,1.32,8,8,0,51.7,80,0.93,7,3,4,79.1,100,1.56,7,10,-3,84.4,81.8,1.03,9,7,2,66.6,73.3,1.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2/26/2020,Gratisfaction,100 Thieves,TYLOO,New Zealand,9686,2339388,4901,IEM Katowice 2020,3,Inferno,Vertigo,,28,10,25,10,3,76.5,3,57.5,1,1.08,16,5,10,4,1,92,6,70.2,2,1.3,12,5,15,6,2,61.5,-3,45.3,-1,0.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,12,4,49.5,73.1,0.96,12,13,-1,65.9,80,1.2,13,6,7,80.7,93.3,1.43,3,4,-1,54.3,90,1.12,3,6,-3,6.8,45.5,0.45,9,9,0,73.6,73.3,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2/26/2020,Liazz,100 Thieves,TYLOO,Australia,10588,2339388,4901,IEM Katowice 2020,3,Inferno,Vertigo,,43,10,25,21,0,86.3,18,95.5,5,1.48,18,5,10,9,0,88,8,86.8,2,1.4,25,5,15,12,0,84.6,10,103.9,3,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,14,6,102.9,88.5,1.37,23,11,12,87.8,84,1.59,6,8,-2,66.4,86.7,0.91,12,2,10,117.3,90,2.13,14,6,8,152.6,90.9,2.08,11,9,2,68.1,80,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2/26/2020,jkaem,100 Thieves,TYLOO,Norway,8248,2339388,4901,IEM Katowice 2020,3,Inferno,Vertigo,,46,6,34,23,1,74.5,12,89.2,6,1.39,19,3,15,9,0,80,4,80.6,2,1.33,27,3,19,14,1,69.2,8,97.5,4,1.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,17,4,82.4,69.2,1.13,25,17,8,96.3,80,1.67,11,8,3,86.8,73.3,1.15,8,7,1,71.4,90,1.6,10,9,1,76.5,63.6,1.11,17,10,7,112.9,73.3,1.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2/26/2020,jks,100 Thieves,TYLOO,Australia,4679,2339388,4901,IEM Katowice 2020,3,Inferno,Vertigo,,44,15,25,23,1,82.4,19,96.6,3,1.49,22,6,10,15,0,80,12,91.7,2,1.54,22,9,15,8,1,84.6,7,101.4,1,1.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,18,2,94.6,80.8,1.23,24,7,17,98.8,84,1.76,12,9,3,94.2,73.3,1.31,10,1,9,87.9,90,1.89,8,9,-1,95.1,90.9,1.14,14,6,8,106.1,80,1.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2/24/2020,AZR,100 Thieves,G2,Australia,8082,2339378,4901,IEM Katowice 2020,3,Mirage,Dust2,,12,3,35,8,2,40.5,-23,41.6,-4,0.37,5,1,17,3,0,31.6,-12,34.9,-1,0.31,7,2,18,5,2,50,-11,48.7,-3,0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7,-7,48.6,14.3,0.11,12,28,-16,40,46.7,0.43,0,4,-4,16.2,NA,0.02,5,13,-8,39.9,40,0.39,0,3,-3,91.7,33.3,0.31,7,15,-8,40.1,53.3,0.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2/24/2020,Gratisfaction,100 Thieves,G2,New Zealand,9686,2339378,4901,IEM Katowice 2020,3,Mirage,Dust2,,15,8,34,4,6,43.2,-19,44.9,-5,0.44,9,3,16,2,2,47.4,-7,47.3,-2,0.51,6,5,18,2,4,38.9,-12,42.5,-3,0.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,-6,43.3,42.9,0.19,14,27,-13,45.3,43.3,0.5,0,4,-4,45.2,50,0.24,9,12,-3,47.8,46.7,0.58,1,3,-2,40.7,33.3,0.22,5,15,-10,42.9,40,0.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2/24/2020,Liazz,100 Thieves,G2,Australia,10588,2339378,4901,IEM Katowice 2020,3,Mirage,Dust2,,12,11,35,6,4,54.1,-23,49.9,-6,0.55,7,5,18,2,1,57.9,-11,52.9,-3,0.62,5,6,17,4,3,50,-12,46.6,-3,0.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,-5,32.4,28.6,0.15,10,28,-18,53.9,60,0.64,1,4,-3,12.2,25,0.08,6,14,-8,63.8,66.7,0.77,1,3,-2,59.3,33.3,0.27,4,14,-10,44.1,53.3,0.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2/24/2020,jkaem,100 Thieves,G2,Norway,8248,2339378,4901,IEM Katowice 2020,3,Mirage,Dust2,,20,6,33,13,4,51.4,-13,64.4,1,0.78,13,1,16,7,1,57.9,-3,76.4,1,0.98,7,5,17,6,3,44.4,-10,51.8,0,0.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,0,94,71.4,1.07,14,27,-13,57.5,46.7,0.71,5,4,1,132.2,100,1.68,8,12,-4,61.5,46.7,0.8,1,2,-1,43,33.3,0.42,6,15,-9,53.5,46.7,0.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2/24/2020,jks,100 Thieves,G2,Australia,4679,2339378,4901,IEM Katowice 2020,3,Mirage,Dust2,,28,3,34,18,0,59.5,-6,84.1,-1,0.9,12,1,18,10,0,57.9,-6,75.2,0,0.76,16,2,16,8,0,61.1,0,93.4,-1,1.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,0,85,71.4,0.99,22,28,-6,83.8,56.7,0.87,5,4,1,123.8,75,1.46,7,14,-7,62.3,53.3,0.57,1,2,-1,33.3,66.7,0.47,15,14,1,105.4,60,1.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2/25/2020,Magisk,Astralis,Vitality,Denmark,9032,2339382,4901,IEM Katowice 2020,3,Overpass,Vertigo,,57,11,39,20,4,75.8,18,85.9,1,1.33,18,5,15,7,0,72,3,73.7,0,1.18,39,6,24,13,4,78,15,93.4,1,1.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,18,11,86.3,74.3,1.24,28,21,7,85.5,77.4,1.42,10,9,1,68.6,73.3,0.99,8,6,2,81.3,70,1.45,19,9,10,99.5,75,1.43,20,15,5,87.6,81,1.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2/25/2020,Xyp9x,Astralis,Vitality,Denmark,4954,2339382,4901,IEM Katowice 2020,3,Overpass,Vertigo,,47,17,45,20,9,74.2,2,81.4,0,1.11,16,9,15,8,5,84,1,81.1,1,1.14,31,8,30,12,4,68.3,1,81.6,-1,1.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,23,3,82,80,1.07,21,22,-1,80.7,67.7,1.15,8,9,-1,75,86.7,1.02,8,6,2,90.3,80,1.31,18,14,4,87.3,75,1.11,13,16,-3,76.1,61.9,1.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2/25/2020,device,Astralis,Vitality,Denmark,7592,2339382,4901,IEM Katowice 2020,3,Overpass,Vertigo,,51,5,39,23,2,68.2,12,76.3,3,1.16,17,2,15,7,0,68,2,70.4,2,1.05,34,3,24,16,2,68.3,10,80,1,1.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,16,7,67.8,71.4,1.05,28,23,5,86,64.5,1.29,10,8,2,65.1,66.7,0.99,7,7,0,78.4,70,1.13,13,8,5,69.8,75,1.09,21,16,5,89.6,61.9,1.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2/25/2020,dupreeh,Astralis,Vitality,Denmark,7398,2339382,4901,IEM Katowice 2020,3,Overpass,Vertigo,,54,14,44,26,1,74.2,10,84.2,1,1.22,29,7,15,17,0,88,14,119.7,2,1.8,25,7,29,9,1,65.9,-4,62.6,-1,0.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,18,20,101,77.1,1.49,16,26,-10,65.3,71,0.91,22,6,16,140.5,86.7,2.15,7,9,-2,88.5,90,1.28,16,12,4,71.5,70,1.03,9,17,-8,54.2,61.9,0.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2/25/2020,gla1ve,Astralis,Vitality,Denmark,7412,2339382,4901,IEM Katowice 2020,3,Overpass,Vertigo,,35,16,48,17,7,74.2,-13,65.7,7,0.9,14,7,14,5,4,80,0,55.9,0,0.96,21,9,34,12,3,70.7,-13,71.7,7,0.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,23,-3,75.4,82.9,1.06,15,25,-10,54.7,64.5,0.72,7,8,-1,56.2,80,0.9,7,6,1,55.4,80,1.03,13,15,-2,89.8,85,1.18,8,19,-11,54.3,57.1,0.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2/24/2020,Magisk,Astralis,Cloud9,Denmark,9032,2339374,4901,IEM Katowice 2020,3,Overpass,Train,,34,13,31,17,2,74.5,3,83,0,1.18,19,6,10,11,2,78.3,9,99.3,0,1.52,15,7,21,6,0,71.4,-6,69.6,0,0.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,14,7,90.4,78.6,1.32,13,17,-4,74,69.6,1,16,4,12,118.1,86.7,1.91,3,6,-3,64.1,62.5,0.77,5,10,-5,58.5,69.2,0.69,10,11,-1,79.3,73.3,1.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2/24/2020,Xyp9x,Astralis,Cloud9,Denmark,4954,2339374,4901,IEM Katowice 2020,3,Overpass,Train,,49,10,24,21,4,84.3,25,95.6,1,1.52,20,3,9,9,2,87,11,79.3,1,1.38,29,7,15,12,2,82.1,14,109,0,1.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,9,20,99.6,96.4,1.66,20,15,5,90.7,69.6,1.34,12,3,9,68.1,100,1.42,8,6,2,100.2,62.5,1.32,17,6,11,136.1,92.3,1.98,12,9,3,85.6,73.3,1.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2/24/2020,device,Astralis,Cloud9,Denmark,7592,2339374,4901,IEM Katowice 2020,3,Overpass,Train,,50,4,24,21,3,82.4,26,88.3,7,1.57,26,1,8,13,1,82.6,18,93.1,4,1.81,24,3,16,8,2,82.1,8,84.4,3,1.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,13,16,96.1,78.6,1.61,21,11,10,78.7,87,1.52,18,5,13,105.5,80,1.87,8,3,5,69.8,87.5,1.71,11,8,3,85.3,76.9,1.32,13,8,5,83.5,86.7,1.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2/24/2020,dupreeh,Astralis,Cloud9,Denmark,7398,2339374,4901,IEM Katowice 2020,3,Overpass,Train,,33,12,34,19,1,80.4,-1,78.2,1,1.07,15,5,13,10,1,82.6,2,78.3,2,1.18,18,7,21,9,0,78.6,-3,78.2,-1,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,18,2,83.2,85.7,1.17,13,16,-3,72.1,73.9,0.95,9,8,1,72.5,80,1.1,6,5,1,89,87.5,1.32,11,10,1,95.6,92.3,1.24,7,11,-4,63.1,66.7,0.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2/24/2020,gla1ve,Astralis,Cloud9,Denmark,7412,2339374,4901,IEM Katowice 2020,3,Overpass,Train,,31,9,27,14,4,82.4,4,68.6,4,1.11,11,6,13,7,2,73.9,-2,67.3,2,1,20,3,14,7,2,89.3,6,69.6,2,1.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,12,5,69.2,82.1,1.09,14,15,-1,67.8,82.6,1.13,7,6,1,68.2,80,1.01,4,7,-3,65.5,62.5,0.98,10,6,4,70.3,84.6,1.2,10,8,2,69.1,93.3,1.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2/25/2020,JT,Cloud9,NiP,South Africa,11630,2339386,4901,IEM Katowice 2020,3,Overpass,Vertigo,,19,4,34,11,3,53.5,-15,44.5,-6,0.59,5,2,17,3,2,44.4,-12,24.9,-4,0.26,14,2,17,8,1,60,-3,58.6,-2,0.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,14,-8,47.2,50,0.41,13,20,-7,42.6,56,0.71,1,3,-2,51,33.3,0.25,4,14,-10,19.7,46.7,0.27,5,11,-6,46.5,53.3,0.44,9,6,3,76.9,70,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2/25/2020,Sonic,Cloud9,NiP,South Africa,8711,2339386,4901,IEM Katowice 2020,3,Overpass,Vertigo,,20,3,36,13,1,55.8,-16,50.4,-4,0.59,8,3,17,5,1,50,-9,43.1,-2,0.39,12,0,19,8,0,60,-7,55.7,-2,0.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,15,-9,38,55.6,0.43,14,21,-7,59.3,56,0.7,1,2,-1,53.3,33.3,0.54,7,15,-8,41,53.3,0.36,5,13,-8,34.9,60,0.41,7,6,1,86.8,60,1.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2/25/2020,floppy,Cloud9,NiP,United States,12713,2339386,4901,IEM Katowice 2020,3,Overpass,Vertigo,,26,10,37,15,2,65.1,-11,77.3,1,0.94,7,7,16,3,2,61.1,-9,59.3,-2,0.76,19,3,21,12,0,68,-2,90.2,3,1.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,17,-5,83,55.6,0.79,14,20,-6,73.2,72,1.05,1,2,-1,25,33.3,0.34,6,14,-8,66.1,66.7,0.84,11,15,-4,94.6,60,0.89,8,6,2,83.7,80,1.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2/25/2020,motm,Cloud9,NiP,United States,13230,2339386,4901,IEM Katowice 2020,3,Overpass,Vertigo,,21,3,34,13,0,60.5,-13,61.4,-3,0.76,11,1,18,7,0,55.6,-7,73.2,1,0.76,10,2,16,6,0,64,-6,52.9,-4,0.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,13,-5,60.2,55.6,0.69,13,21,-8,62.3,64,0.82,2,3,-1,79.7,66.7,0.81,9,15,-6,71.9,53.3,0.76,6,10,-4,56.3,53.3,0.67,4,6,-2,47.9,80,0.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2/25/2020,oSee,Cloud9,NiP,United States,13249,2339386,4901,IEM Katowice 2020,3,Overpass,Vertigo,,25,6,37,11,2,69.8,-12,67.8,-1,0.81,10,3,17,5,1,61.1,-7,58.8,-1,0.69,15,3,20,6,1,76,-5,74.2,0,0.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,16,-5,73.3,72.2,0.65,14,21,-7,63.8,68,0.93,3,3,0,107.3,100,1.24,7,14,-7,49.1,53.3,0.58,8,13,-5,66.5,66.7,0.55,7,7,0,85.9,90,1.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2/24/2020,JT,Cloud9,Astralis,South Africa,11630,2339374,4901,IEM Katowice 2020,3,Overpass,Train,,24,7,40,16,1,54.9,-16,57.2,-1,0.71,16,3,17,10,0,56.5,-1,78.2,1,0.99,8,4,23,6,1,53.6,-15,39.9,-2,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,18,-8,59.6,60.9,0.6,14,22,-8,55.1,50,0.79,7,6,1,103.4,75,1.17,9,11,-2,64.8,46.7,0.89,3,12,-9,36.3,53.3,0.34,5,11,-6,44,53.8,0.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2/24/2020,Sonic,Cloud9,Astralis,South Africa,8711,2339374,4901,IEM Katowice 2020,3,Overpass,Train,,25,9,38,11,4,70.6,-13,55.5,2,0.82,9,3,18,4,2,60.9,-9,47.6,0,0.65,16,6,20,7,2,78.6,-4,62,2,0.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,13,1,65.2,87,1.12,11,25,-14,47.6,57.1,0.57,5,5,0,58.4,87.5,1.13,4,13,-9,41.9,46.7,0.39,9,8,1,68.9,86.7,1.11,7,12,-5,54.2,69.2,0.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2/24/2020,floppy,Cloud9,Astralis,United States,12713,2339374,4901,IEM Katowice 2020,3,Overpass,Train,,33,12,41,14,4,56.9,-8,75.5,-3,0.94,8,3,18,5,2,43.5,-10,40.4,-3,0.52,25,9,23,9,2,67.9,2,104.2,0,1.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,17,2,93.6,60.9,1.21,14,24,-10,60.6,53.6,0.72,5,5,0,54.6,62.5,0.92,3,13,-10,32.9,33.3,0.3,14,12,2,114.3,60,1.38,11,11,0,92.6,76.9,1.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2/24/2020,motm,Cloud9,Astralis,United States,13230,2339374,4901,IEM Katowice 2020,3,Overpass,Train,,28,5,37,13,2,62.7,-9,58.8,-5,0.83,9,2,19,4,0,65.2,-10,46.3,-3,0.68,19,3,18,9,2,60.7,1,69.1,-2,0.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,16,0,78.9,78.3,1.02,12,21,-9,42.3,50,0.68,4,7,-3,68.6,87.5,0.9,5,12,-7,34.4,53.3,0.57,12,9,3,84.4,73.3,1.09,7,9,-2,51.5,46.2,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2/24/2020,oSee,Cloud9,Astralis,United States,13249,2339374,4901,IEM Katowice 2020,3,Overpass,Train,,30,8,41,6,4,64.7,-11,52.4,-6,0.73,11,2,19,3,1,60.9,-8,41,-4,0.58,19,6,22,3,3,67.9,-3,61.8,-2,0.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,17,-2,51.1,65.2,0.8,15,24,-9,53.5,64.3,0.67,6,6,0,63.2,75,0.87,5,13,-8,29.1,53.3,0.43,9,11,-2,44.6,60,0.77,10,11,-1,81.6,76.9,0.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2/26/2020,Brehze,Evil Geniuses,Liquid,United States,9136,2339385,4901,IEM Katowice 2020,3,Overpass,Nuke,Inferno,57,14,61,29,0,71.1,-4,79.9,0,1.04,11,3,18,5,0,65.2,-7,60.8,-1,0.7,30,7,24,16,0,73.5,6,99.2,6,1.38,16,4,19,8,0,73.1,-3,71.6,-5,0.91,34,30,4,81.6,79.2,1.1,23,31,-8,77.5,60,0.97,8,10,-2,76.3,73.3,0.9,3,8,-5,31.9,50,0.34,17,10,7,93.7,83.3,1.41,13,14,-1,105.3,62.5,1.35,9,10,-1,72.5,80,0.93,7,9,-2,70.4,63.6,0.89,1
2/26/2020,CeRq,Evil Geniuses,Liquid,Bulgaria,11219,2339385,4901,IEM Katowice 2020,3,Overpass,Nuke,Inferno,54,10,54,18,4,65.1,0,71.7,2,0.98,11,2,17,4,2,60.9,-6,68.9,-1,0.75,26,6,19,8,1,76.5,7,80.1,3,1.24,17,2,18,6,1,53.8,-1,63.1,0,0.87,37,25,12,77.4,72.9,1.16,17,29,-12,63.9,54.3,0.73,9,9,0,72.3,73.3,0.88,2,8,-6,62.4,37.5,0.5,15,6,9,79.8,88.9,1.45,11,13,-2,80.5,62.5,1,13,10,3,79.5,53.3,1.12,4,8,-4,40.7,54.5,0.53,1
2/26/2020,Ethan,Evil Geniuses,Liquid,United States,10671,2339385,4901,IEM Katowice 2020,3,Overpass,Nuke,Inferno,43,5,54,18,2,65.1,-11,58.7,-4,0.83,11,1,15,6,1,65.2,-4,60.7,-2,0.73,22,3,21,8,1,70.6,1,67.9,-2,1,10,1,18,4,0,57.7,-8,45,0,0.69,33,23,10,74,75,1.11,10,31,-21,37.8,51.4,0.43,9,8,1,68.3,73.3,0.92,2,7,-5,46.5,50,0.38,15,6,9,84.3,83.3,1.4,7,15,-8,49.3,56.2,0.55,9,9,0,67.2,66.7,0.97,1,9,-8,14.8,45.5,0.31,1
2/26/2020,stanislaw,Evil Geniuses,Liquid,Canada,8507,2339385,4901,IEM Katowice 2020,3,Overpass,Nuke,Inferno,44,22,57,17,7,61.4,-13,69,2,0.88,10,1,17,6,0,43.5,-7,64.5,-4,0.65,20,11,23,9,2,70.6,-3,66.8,4,0.97,14,10,17,2,5,65.4,-3,76,2,0.98,26,29,-3,75.5,68.8,0.94,18,28,-10,60.3,51.4,0.79,6,10,-4,58.9,46.7,0.59,4,7,-3,75.1,37.5,0.76,13,10,3,89.8,83.3,1.28,7,13,-6,41,56.2,0.62,7,9,-2,74.9,73.3,0.91,7,8,-1,77.5,54.5,1.08,1
2/26/2020,tarik,Evil Geniuses,Liquid,United States,8523,2339385,4901,IEM Katowice 2020,3,Overpass,Nuke,Inferno,50,21,59,18,6,69.9,-9,69.2,-5,0.92,14,7,15,6,3,69.6,-1,63.4,-1,0.95,20,8,26,8,3,67.6,-6,68.7,-3,0.84,16,6,18,4,0,73.1,-2,75,-1,1,31,29,2,68.4,77.1,1.01,19,30,-11,70.3,60,0.79,9,8,1,51.1,73.3,0.95,5,7,-2,86.4,62.5,0.95,13,11,2,75.8,72.2,1.06,7,15,-8,60.7,62.5,0.59,9,10,-1,76.9,86.7,1.03,7,8,-1,72.5,54.5,0.96,1
2/25/2020,Brehze,Evil Geniuses,MAD Lions,United States,9136,2339381,4901,IEM Katowice 2020,3,Vertigo,Dust2,Nuke,72,12,43,39,0,77,29,96,7,1.48,34,2,10,22,0,78.3,24,138,5,2.22,19,6,21,9,0,70,-2,69.1,1,1,19,4,12,8,0,85.7,7,88.4,1,1.39,38,21,17,89,84.2,1.38,34,22,12,103.4,69.4,1.57,15,3,12,141.4,87.5,2.39,19,7,12,136.2,73.3,2.13,11,9,2,71.9,80,1.16,8,12,-4,66.3,60,0.83,12,9,3,78.1,86.7,1.11,7,3,4,114,83.3,2.1,0
2/25/2020,CeRq,Evil Geniuses,MAD Lions,Bulgaria,11219,2339381,4901,IEM Katowice 2020,3,Vertigo,Dust2,Nuke,46,14,43,16,3,71.6,3,76.3,0,1.11,11,5,13,2,3,78.3,-2,56.4,0,0.91,19,5,18,8,0,63.3,1,78.9,-2,1.09,16,4,12,6,0,76.2,4,94.3,2,1.35,29,24,5,90.6,73.7,1.17,17,19,-2,61.1,69.4,1.04,5,5,0,65.8,75,0.91,6,8,-2,51.4,80,0.92,10,9,1,85.7,73.3,1.09,9,9,0,72.1,53.3,1.09,14,10,4,108.8,73.3,1.4,2,2,0,58.2,83.3,1.23,0
2/25/2020,Ethan,Evil Geniuses,MAD Lions,United States,10671,2339381,4901,IEM Katowice 2020,3,Vertigo,Dust2,Nuke,62,16,33,29,5,77,29,81.9,-2,1.34,17,3,8,6,1,82.6,9,64.7,-1,1.23,17,11,18,10,4,63.3,-1,72.8,-2,0.94,28,2,7,13,0,90.5,21,113.7,1,2.06,35,16,19,90.7,86.8,1.44,27,17,10,72.5,66.7,1.23,7,2,5,84.6,87.5,1.49,10,6,4,54.1,80,1.08,11,9,2,85.3,80,1.13,6,9,-3,60.2,46.7,0.75,17,5,12,99.3,93.3,1.74,11,2,9,149.5,83.3,2.86,0
2/25/2020,stanislaw,Evil Geniuses,MAD Lions,Canada,8507,2339381,4901,IEM Katowice 2020,3,Vertigo,Dust2,Nuke,39,22,51,18,8,74.3,-12,62.3,-4,0.93,5,8,18,1,2,69.6,-13,47.4,-2,0.71,17,9,21,9,3,66.7,-4,69.8,-1,0.94,17,5,12,8,3,90.5,5,68,-1,1.2,19,25,-6,62.3,81.6,0.83,20,26,-6,62.4,66.7,1.05,1,6,-5,58.4,75,0.51,4,12,-8,41.5,66.7,0.81,7,11,-4,63.1,73.3,0.74,10,10,0,76.6,60,1.14,11,8,3,63.6,93.3,1.1,6,4,2,79,83.3,1.45,0
2/25/2020,tarik,Evil Geniuses,MAD Lions,United States,8523,2339381,4901,IEM Katowice 2020,3,Vertigo,Dust2,Nuke,46,15,48,18,8,70.3,-2,61.7,-3,0.91,19,7,15,7,6,78.3,4,81,-1,1.22,15,2,20,8,2,56.7,-5,37.3,-2,0.66,12,6,13,3,0,81,-1,75.5,0,0.98,22,25,-3,61.7,68.4,0.81,24,23,1,61.7,72.2,1.01,3,7,-4,55.6,62.5,0.59,16,8,8,94.5,86.7,1.56,9,9,0,47.5,66.7,0.75,6,11,-5,27.1,46.7,0.57,10,9,1,79.2,73.3,1,2,4,-2,66.2,100,0.95,0
2/26/2020,NiKo,FaZe,Vitality,Bosnia and Herzegovina,3741,2339391,4901,IEM Katowice 2020,3,Mirage,Nuke,Inferno,55,16,46,21,5,77.1,9,77.6,3,1.2,16,10,20,8,3,76.7,-4,74.5,-1,0.97,22,2,15,7,1,66.7,7,83.6,3,1.25,17,4,11,6,1,88.5,6,75,1,1.41,31,18,13,86.2,80.5,1.34,24,28,-4,69.2,73.8,1.05,8,9,-1,75.5,80,0.96,8,11,-3,73.4,73.3,0.99,14,7,7,97.3,73.3,1.51,8,8,0,66.6,58.3,0.93,9,2,7,85.5,90.9,1.66,8,9,-1,67.2,86.7,1.22,0
2/26/2020,broky,FaZe,Vitality,Latvia,18053,2339391,4901,IEM Katowice 2020,3,Mirage,Nuke,Inferno,66,20,46,16,10,78.3,20,78.3,3,1.25,25,7,17,7,2,80,8,84.5,2,1.31,24,4,15,7,3,77.8,9,74.8,1,1.28,17,9,14,2,5,76.9,3,74.7,0,1.16,28,23,5,75.3,82.9,1.16,38,23,15,81.1,73.8,1.35,10,9,1,80.6,80,1.19,15,8,7,88.3,80,1.43,13,9,4,69.6,86.7,1.19,11,6,5,81.3,66.7,1.4,5,5,0,76,81.8,1.07,12,9,3,73.7,73.3,1.23,0
